Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727792517	2727792517	0.0678253074433657	2.293e-02	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792517/Limnohabitans_MAG/2727792517_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791622	2727791622	0.0678718709677419	2.302e-02	7	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791622/Limnohabitans_MAG/2727791622_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793112	2727793112	0.0713860450160772	2.429e-02	5	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793112/Limnohabitans_MAG/2727793112_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791944	2727791944	0.0731492948717949	2.497e-02	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791944/Limnohabitans_MAG/2727791944_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794331	2727794331	0.0732364331210191	2.515e-02	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794331/Limnohabitans_MAG/2727794331_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791773	2727791773	0.0732364331210191	2.516e-02	9	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791773/Limnohabitans_MAG/2727791773_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793279	2727793279	0.0735552380952381	2.535e-02	7	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793279/Limnohabitans_MAG/2727793279_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792233	2727792233	0.0761281012658228	2.632e-02	8	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792233/Limnohabitans_MAG/2727792233_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793722	2727793722	0.0776179179810726	2.692e-02	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793722/Limnohabitans_MAG/2727793722_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793799	2727793799	0.0782648427672956	2.723e-02	9	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793799/Limnohabitans_MAG/2727793799_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791664	2727791664	0.0792515360501567	2.766e-02	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791664/Limnohabitans_MAG/2727791664_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793030	2727793030	0.080260625	2.810e-02	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793030/Limnohabitans_MAG/2727793030_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791265	2727791265	0.0841677258566978	2.956e-02	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791265/Limnohabitans_MAG/2727791265_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793251	2727793251	0.0847011180124223	2.984e-02	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793251/Limnohabitans_MAG/2727793251_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792815	2727792815	0.0886834674922601	3.134e-02	7	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792815/Limnohabitans_MAG/2727792815_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794294	2727794294	0.0893124691358025	3.166e-02	8	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794294/Limnohabitans_MAG/2727794294_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792335	2727792335	0.0894313846153846	3.180e-02	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792335/Limnohabitans_MAG/2727792335_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793807	2727793807	0.0913439263803681	3.258e-02	9	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793807/Limnohabitans_MAG/2727793807_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793677	2727793677	0.101071070336391	3.616e-02	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793677/Limnohabitans_MAG/2727793677_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791322	2727791322	0.107144207317073	3.845e-02	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791322/Limnohabitans_MAG/2727791322_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790965	2727790965	0.108040911854103	3.889e-02	9	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790965/Limnohabitans_MAG/2727790965_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793378	2727793378	0.112255818181818	4.053e-02	6	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793378/Limnohabitans_MAG/2727793378_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792841	2727792841	0.115506404833837	4.183e-02	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792841/Limnohabitans_MAG/2727792841_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791637	2727791637	0.116782771084337	4.242e-02	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791637/Limnohabitans_MAG/2727791637_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791707	2727791707	0.118710865671642	4.341e-02	9	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791707/Limnohabitans_MAG/2727791707_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794420	2727794420	0.118710865671642	4.342e-02	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794420/Limnohabitans_MAG/2727794420_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791720	2727791720	0.118710865671642	4.351e-02	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791720/Limnohabitans_MAG/2727791720_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791011	2727791011	0.121233827893175	4.457e-02	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791011/Limnohabitans_MAG/2727791011_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792488	2727792488	0.121233827893175	4.470e-02	9	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792488/Limnohabitans_MAG/2727792488_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793701	2727793701	0.125336982248521	4.635e-02	9	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793701/Limnohabitans_MAG/2727793701_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790709	2727790709	0.125856991150442	4.668e-02	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790709/Limnohabitans_MAG/2727790709_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791303	2727791303	0.125943823529412	4.685e-02	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791303/Limnohabitans_MAG/2727791303_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791794	2727791794	0.12627137829912	4.711e-02	9	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791794/Limnohabitans_MAG/2727791794_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790819	2727790819	0.136431871345029	5.105e-02	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790819/Limnohabitans_MAG/2727790819_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793247	2727793247	0.136460466472303	5.121e-02	9	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793247/Limnohabitans_MAG/2727793247_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793086	2727793086	0.138680403458213	5.237e-02	9	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793086/Limnohabitans_MAG/2727793086_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793834	2727793834	0.138680403458213	5.254e-02	9	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793834/Limnohabitans_MAG/2727793834_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793839	2727793839	0.138680403458213	5.259e-02	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793839/Limnohabitans_MAG/2727793839_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793346	2727793346	0.138680403458213	5.265e-02	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793346/Limnohabitans_MAG/2727793346_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792314	2727792314	0.139122356321839	5.297e-02	9	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792314/Limnohabitans_MAG/2727792314_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792192	2727792192	0.149566017191977	5.711e-02	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792192/Limnohabitans_MAG/2727792192_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793377	2727793377	0.150000457142857	5.744e-02	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793377/Limnohabitans_MAG/2727793377_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794457	2727794457	0.151916695156695	5.834e-02	7	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794457/Limnohabitans_MAG/2727794457_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790760	2727790760	0.158495909090909	6.104e-02	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790760/Limnohabitans_MAG/2727790760_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791315	2727791315	0.161361133144476	6.232e-02	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791315/Limnohabitans_MAG/2727791315_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790815	2727790815	0.16849615819209	6.526e-02	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790815/Limnohabitans_MAG/2727790815_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793727	2727793727	0.170390197183099	6.618e-02	9	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793727/Limnohabitans_MAG/2727793727_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794446	2727794446	0.171862808988764	6.694e-02	8	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794446/Limnohabitans_MAG/2727794446_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793616	2727793616	0.174914509803922	6.832e-02	8	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793616/Limnohabitans_MAG/2727793616_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793702	2727793702	0.175600335195531	6.878e-02	5	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793702/Limnohabitans_MAG/2727793702_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791199	2727791199	0.176409637883008	6.929e-02	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791199/Limnohabitans_MAG/2727791199_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794445	2727794445	0.181251277777778	7.139e-02	8	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794445/Limnohabitans_MAG/2727794445_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792231	2727792231	0.181635346260388	7.174e-02	8	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792231/Limnohabitans_MAG/2727792231_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791319	2727791319	0.183102983425414	7.252e-02	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791319/Limnohabitans_MAG/2727791319_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791699	2727791699	0.185310989010989	7.367e-02	9	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791699/Limnohabitans_MAG/2727791699_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792824	2727792824	0.185310989010989	7.380e-02	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792824/Limnohabitans_MAG/2727792824_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791577	2727791577	0.187983506849315	7.507e-02	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791577/Limnohabitans_MAG/2727791577_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792395	2727792395	0.19034174863388	7.622e-02	9	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792395/Limnohabitans_MAG/2727792395_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791889	2727791889	0.192388283378747	7.725e-02	8	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791889/Limnohabitans_MAG/2727791889_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793304	2727793304	0.199614619565217	8.037e-02	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793304/Limnohabitans_MAG/2727793304_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791009	2727791009	0.202615718157182	8.180e-02	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791009/Limnohabitans_MAG/2727791009_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792751	2727792751	0.214617081081081	8.688e-02	9	33	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792751/Limnohabitans_MAG/2727792751_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792749	2727792749	0.218473099730458	8.868e-02	8	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792749/Limnohabitans_MAG/2727792749_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791421	2727791421	0.221939838709677	9.033e-02	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791421/Limnohabitans_MAG/2727791421_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
